"site","transect","position","year","seedlingNumber","fruitplNumber"
"OKRW","III",3,2009,0,0
"OKRW","III",3,2010,0,0
"OKRW","III",3,2011,0,0
"OKRW","III",3,2012,1,0
"OKRW","III",3,2013,0,0
"OKRW","III",3,2014,0,0
"OKRW","III",3,2015,0,0
"OKRW","III",3,2016,0,0
"OKRW","III",3,2017,0,0
"OKRW","III",3,2018,0,0
"OKRW","III",3,2019,0,0
"OKRW","III",3,2020,0,0
"OKRW","III",3,2021,0,0
"OKRW","III",4,2006,9,0
"OKRW","III",4,2007,4,0
"OKRW","III",4,2008,2,0
"OKRW","III",4,2009,1,1
"OKRW","III",4,2010,1,0
"OKRW","III",4,2011,0,0
"OKRW","III",4,2012,4,0
"OKRW","III",4,2013,2,0
"OKRW","III",4,2014,0,0
"OKRW","III",4,2015,0,0
"OKRW","III",4,2016,0,0
"OKRW","III",4,2017,0,0
"OKRW","III",4,2018,0,0
"OKRW","III",4,2019,0,0
"OKRW","III",4,2020,0,0
"OKRW","III",4,2021,0,0
"OKRW","III",5,2006,31,2
"OKRW","III",5,2007,28,0
"OKRW","III",5,2008,2,0
"OKRW","III",5,2009,0,1
"OKRW","III",5,2010,19,3
"OKRW","III",5,2011,3,1
"OKRW","III",5,2012,1,0
"OKRW","III",5,2013,0,0
"OKRW","III",5,2014,0,0
"OKRW","III",5,2015,0,0
"OKRW","III",5,2016,0,0
"OKRW","III",5,2017,0,0
"OKRW","III",5,2018,0,0
"OKRW","III",5,2019,1,0
"OKRW","III",5,2020,0,0
"OKRW","III",5,2021,0,0
"OKRW","III",6,2006,NA,4
"OKRW","III",6,2007,0,0
"OKRW","III",6,2008,3,0
"OKRW","III",6,2009,3,1
"OKRW","III",6,2010,0,0
"OKRW","III",6,2011,0,1
"OKRW","III",6,2012,1,0
"OKRW","III",6,2013,4,0
"OKRW","III",6,2014,0,0
"OKRW","III",6,2015,0,0
"OKRW","III",6,2016,0,0
"OKRW","III",6,2017,0,0
"OKRW","III",6,2018,0,0
"OKRW","III",6,2019,4,0
"OKRW","III",6,2020,0,0
"OKRW","III",6,2021,0,0
"OKRW","III",7,2006,NA,2
"OKRW","III",7,2007,9,2
"OKRW","III",7,2008,2,1
"OKRW","III",7,2009,37,2
"OKRW","III",7,2010,35,10
"OKRW","III",7,2011,0,0
"OKRW","III",7,2012,2,0
"OKRW","III",7,2013,2,0
"OKRW","III",7,2014,0,0
"OKRW","III",7,2015,0,0
"OKRW","III",7,2016,0,0
"OKRW","III",7,2017,0,0
"OKRW","III",7,2018,0,0
"OKRW","III",7,2019,8,2
"OKRW","III",7,2020,7,2
"OKRW","III",7,2021,0,0
"OKRW","IV",1,2006,1,0
"OKRW","IV",1,2007,6,0
"OKRW","IV",1,2008,2,1
"OKRW","IV",1,2009,21,5
"OKRW","IV",1,2010,26,2
"OKRW","IV",1,2011,0,0
"OKRW","IV",1,2012,0,0
"OKRW","IV",1,2013,4,0
"OKRW","IV",1,2014,0,0
"OKRW","IV",1,2015,0,0
"OKRW","IV",1,2016,0,0
"OKRW","IV",1,2017,0,0
"OKRW","IV",1,2018,0,0
"OKRW","IV",1,2019,0,0
"OKRW","IV",1,2020,0,0
"OKRW","IV",1,2021,0,0
"OKRW","IV",2,2006,NA,0
"OKRW","IV",2,2007,0,0
"OKRW","IV",2,2008,2,0
"OKRW","IV",2,2009,1,0
"OKRW","IV",2,2010,0,0
"OKRW","IV",2,2011,0,0
"OKRW","IV",2,2012,0,0
"OKRW","IV",2,2013,1,0
"OKRW","IV",2,2014,0,0
"OKRW","IV",2,2015,0,0
"OKRW","IV",2,2016,0,0
"OKRW","IV",2,2017,0,0
"OKRW","IV",2,2018,0,0
"OKRW","IV",2,2019,0,0
"OKRW","IV",2,2020,0,0
"OKRW","IV",2,2021,0,0
"OKRW","IV",3,2006,3,0
"OKRW","IV",3,2007,8,0
"OKRW","IV",3,2008,3,0
"OKRW","IV",3,2009,2,0
"OKRW","IV",3,2010,4,6
"OKRW","IV",3,2011,1,0
"OKRW","IV",3,2012,0,0
"OKRW","IV",3,2013,1,0
"OKRW","IV",3,2014,0,0
"OKRW","IV",3,2015,0,0
"OKRW","IV",3,2016,0,0
"OKRW","IV",3,2017,0,0
"OKRW","IV",3,2018,0,0
"OKRW","IV",3,2019,0,0
"OKRW","IV",3,2020,0,0
"OKRW","IV",3,2021,0,0
"OKRW","IV",4,2006,1,0
"OKRW","IV",4,2007,0,0
"OKRW","IV",4,2008,0,0
"OKRW","IV",4,2009,0,0
"OKRW","IV",4,2010,0,1
"OKRW","IV",4,2011,0,0
"OKRW","IV",4,2012,0,0
"OKRW","IV",4,2013,0,0
"OKRW","IV",4,2014,0,0
"OKRW","IV",4,2015,0,0
"OKRW","IV",4,2016,0,0
"OKRW","IV",4,2017,0,0
"OKRW","IV",4,2018,0,0
"OKRW","IV",4,2019,1,0
"OKRW","IV",4,2020,0,0
"OKRW","IV",4,2021,0,0
"OKRW","IV",5,2006,24,1
"OKRW","IV",5,2007,0,0
"OKRW","IV",5,2008,1,1
"OKRW","IV",5,2009,9,3
"OKRW","IV",5,2010,0,1
"OKRW","IV",5,2011,1,0
"OKRW","IV",5,2012,0,0
"OKRW","IV",5,2013,0,0
"OKRW","IV",5,2014,0,0
"OKRW","IV",5,2015,0,0
"OKRW","IV",5,2016,0,0
"OKRW","IV",5,2017,0,0
"OKRW","IV",5,2018,0,0
"OKRW","IV",5,2019,0,0
"OKRW","IV",5,2020,0,0
"OKRW","IV",5,2021,0,0
"OKRW","IV",6,2006,4,1
"OKRW","IV",6,2007,1,0
"OKRW","IV",6,2008,1,0
"OKRW","IV",6,2009,0,0
"OKRW","IV",6,2010,0,0
"OKRW","IV",6,2011,0,0
"OKRW","IV",6,2012,0,0
"OKRW","IV",6,2013,0,0
"OKRW","IV",6,2014,0,0
"OKRW","IV",6,2015,0,0
"OKRW","IV",6,2016,0,0
"OKRW","IV",6,2017,0,0
"OKRW","IV",6,2018,0,0
"OKRW","IV",6,2019,0,0
"OKRW","IV",6,2020,0,0
"OKRW","IV",6,2021,0,0
"OKRW","IV",7,2006,NA,0
"OKRW","IV",7,2007,0,0
"OKRW","IV",7,2008,0,0
"OKRW","IV",7,2009,9,0
"OKRW","IV",7,2010,0,0
"OKRW","IV",7,2011,0,0
"OKRW","IV",7,2012,0,0
"OKRW","IV",7,2013,0,0
"OKRW","IV",7,2014,0,0
"OKRW","IV",7,2015,0,0
"OKRW","IV",7,2016,0,0
"OKRW","IV",7,2017,0,0
"OKRW","IV",7,2018,0,0
"OKRW","IV",7,2019,0,0
"OKRW","IV",7,2020,0,0
"OKRW","IV",7,2021,0,0
"OSR","I",1,2006,0,0
"OSR","I",1,2007,0,0
"OSR","I",1,2008,0,0
"OSR","I",1,2009,0,0
"OSR","I",1,2010,0,0
"OSR","I",1,2011,2,0
"OSR","I",1,2012,0,0
"OSR","I",1,2013,0,0
"OSR","I",1,2014,0,0
"OSR","I",1,2015,0,0
"OSR","I",1,2016,0,0
"OSR","I",1,2017,0,0
"OSR","I",1,2018,0,0
"OSR","I",1,2019,0,0
"OSR","I",1,2020,6,1
"OSR","I",1,2021,0,0
"OSR","I",2,2006,4,0
"OSR","I",2,2007,0,0
"OSR","I",2,2008,0,0
"OSR","I",2,2009,0,0
"OSR","I",2,2010,0,0
"OSR","I",2,2011,0,0
"OSR","I",2,2012,0,0
"OSR","I",2,2013,3,0
"OSR","I",2,2014,0,0
"OSR","I",2,2015,0,0
"OSR","I",2,2016,0,0
"OSR","I",2,2017,0,0
"OSR","I",2,2018,0,0
"OSR","I",2,2019,0,0
"OSR","I",2,2020,2,0
"OSR","I",2,2021,0,0
"OSR","I",3,2006,3,0
"OSR","I",3,2007,0,0
"OSR","I",3,2008,0,0
"OSR","I",3,2009,0,0
"OSR","I",3,2010,0,0
"OSR","I",3,2011,2,1
"OSR","I",3,2012,0,0
"OSR","I",3,2013,2,0
"OSR","I",3,2014,0,0
"OSR","I",3,2015,0,0
"OSR","I",3,2016,0,0
"OSR","I",3,2017,0,0
"OSR","I",3,2018,0,0
"OSR","I",3,2019,0,0
"OSR","I",3,2020,3,2
"OSR","I",3,2021,0,0
"OSR","I",4,2006,5,1
"OSR","I",4,2007,1,6
"OSR","I",4,2008,15,5
"OSR","I",4,2009,8,3
"OSR","I",4,2010,1,3
"OSR","I",4,2011,29,4
"OSR","I",4,2012,0,0
"OSR","I",4,2013,0,0
"OSR","I",4,2014,0,0
"OSR","I",4,2015,2,0
"OSR","I",4,2016,0,0
"OSR","I",4,2017,0,0
"OSR","I",4,2018,0,0
"OSR","I",4,2019,0,0
"OSR","I",4,2020,19,0
"OSR","I",4,2021,0,0
"OSR","I",5,2006,2,1
"OSR","I",5,2007,0,0
"OSR","I",5,2008,0,0
"OSR","I",5,2009,1,0
"OSR","I",5,2010,0,3
"OSR","I",5,2011,5,2
"OSR","I",5,2012,1,0
"OSR","I",5,2013,2,0
"OSR","I",5,2014,0,0
"OSR","I",5,2015,0,0
"OSR","I",5,2016,0,0
"OSR","I",5,2017,0,0
"OSR","I",5,2018,0,0
"OSR","I",5,2019,0,0
"OSR","I",5,2020,0,0
"OSR","I",5,2021,0,0
"OSR","I",6,2006,9,0
"OSR","I",6,2007,3,0
"OSR","I",6,2008,0,0
"OSR","I",6,2009,0,0
"OSR","I",6,2010,0,2
"OSR","I",6,2011,1,1
"OSR","I",6,2012,0,0
"OSR","I",6,2013,0,0
"OSR","I",6,2014,0,0
"OSR","I",6,2015,0,0
"OSR","I",6,2016,0,0
"OSR","I",6,2017,0,0
"OSR","I",6,2018,0,0
"OSR","I",6,2019,0,0
"OSR","I",6,2020,0,0
"OSR","I",6,2021,0,0
"OSR","I",7,2006,NA,0
"OSR","I",7,2007,0,0
"OSR","I",7,2008,0,0
"OSR","I",7,2009,0,0
"OSR","I",7,2010,0,1
"OSR","I",7,2011,0,0
"OSR","I",7,2012,0,0
"OSR","I",7,2013,0,0
"OSR","I",7,2014,0,0
"OSR","I",7,2015,0,0
"OSR","I",7,2016,0,0
"OSR","I",7,2017,0,0
"OSR","I",7,2018,0,0
"OSR","I",7,2019,0,0
"OSR","I",7,2020,1,0
"OSR","I",7,2021,0,0
"OSR","I",8,2006,NA,0
"OSR","I",8,2007,0,0
"OSR","I",8,2008,0,0
"OSR","I",8,2009,0,0
"OSR","I",8,2010,2,1
"OSR","I",8,2011,0,0
"OSR","I",8,2012,0,0
"OSR","I",8,2013,0,0
"OSR","I",8,2014,0,0
"OSR","I",8,2015,0,0
"OSR","I",8,2016,0,0
"OSR","I",8,2017,0,0
"OSR","I",8,2018,0,0
"OSR","I",8,2019,0,0
"OSR","I",8,2020,1,1
"OSR","I",8,2021,0,0
"OSR","II",1,2006,7,0
"OSR","II",1,2007,0,0
"OSR","II",1,2008,6,2
"OSR","II",1,2009,2,1
"OSR","II",1,2010,18,17
"OSR","II",1,2011,56,14
"OSR","II",1,2012,4,0
"OSR","II",1,2013,6,0
"OSR","II",1,2014,0,0
"OSR","II",1,2015,2,0
"OSR","II",1,2016,0,0
"OSR","II",1,2017,0,0
"OSR","II",1,2018,0,0
"OSR","II",1,2019,0,0
"OSR","II",1,2020,3,2
"OSR","II",1,2021,0,0
"OSR","II",2,2006,0,0
"OSR","II",2,2007,0,0
"OSR","II",2,2008,1,1
"OSR","II",2,2009,0,0
"OSR","II",2,2010,2,8
"OSR","II",2,2011,5,3
"OSR","II",2,2012,11,1
"OSR","II",2,2013,0,0
"OSR","II",2,2014,0,0
"OSR","II",2,2015,1,0
"OSR","II",2,2016,0,0
"OSR","II",2,2017,0,0
"OSR","II",2,2018,0,0
"OSR","II",2,2019,0,0
"OSR","II",2,2020,0,0
"OSR","II",2,2021,0,0
"OSR","II",3,2006,0,0
"OSR","II",3,2007,0,0
"OSR","II",3,2008,0,0
"OSR","II",3,2009,0,0
"OSR","II",3,2010,2,2
"OSR","II",3,2011,0,3
"OSR","II",3,2012,6,0
"OSR","II",3,2013,1,0
"OSR","II",3,2014,0,0
"OSR","II",3,2015,0,0
"OSR","II",3,2016,0,0
"OSR","II",3,2017,0,0
"OSR","II",3,2018,0,0
"OSR","II",3,2019,0,0
"OSR","II",3,2020,2,0
"OSR","II",3,2021,0,0
"OSR","II",4,2006,0,0
"OSR","II",4,2007,0,0
"OSR","II",4,2008,0,0
"OSR","II",4,2009,0,0
"OSR","II",4,2010,0,0
"OSR","II",4,2011,0,0
"OSR","II",4,2012,3,0
"OSR","II",4,2013,0,0
"OSR","II",4,2014,0,0
"OSR","II",4,2015,0,0
"OSR","II",4,2016,0,0
"OSR","II",4,2017,0,0
"OSR","II",4,2018,0,0
"OSR","II",4,2019,0,0
"OSR","II",4,2020,1,0
"OSR","II",4,2021,0,0
"OSR","II",5,2006,NA,0
"OSR","II",5,2007,0,0
"OSR","II",5,2008,2,0
"OSR","II",5,2009,1,0
"OSR","II",5,2010,1,0
"OSR","II",5,2011,2,1
"OSR","II",5,2012,2,1
"OSR","II",5,2013,1,0
"OSR","II",5,2014,0,0
"OSR","II",5,2015,8,0
"OSR","II",5,2016,0,0
"OSR","II",5,2017,0,0
"OSR","II",5,2018,0,0
"OSR","II",5,2019,0,0
"OSR","II",5,2020,2,0
"OSR","II",5,2021,0,0
"OSR","II",6,2006,NA,0
"OSR","II",6,2007,0,0
"OSR","II",6,2008,0,0
"OSR","II",6,2009,0,0
"OSR","II",6,2010,4,3
"OSR","II",6,2011,5,0
"OSR","II",6,2012,2,0
"OSR","II",6,2013,0,0
"OSR","II",6,2014,0,0
"OSR","II",6,2015,0,0
"OSR","II",6,2016,0,0
"OSR","II",6,2017,0,0
"OSR","II",6,2018,0,0
"OSR","II",6,2019,0,0
"OSR","II",6,2020,2,0
"OSR","II",6,2021,0,0
"OSR","II",7,2006,NA,0
"OSR","II",7,2007,3,2
"OSR","II",7,2008,8,4
"OSR","II",7,2009,6,5
"OSR","II",7,2010,18,5
"OSR","II",7,2011,13,7
"OSR","II",7,2012,4,0
"OSR","II",7,2013,1,0
"OSR","II",7,2014,0,0
"OSR","II",7,2015,11,0
"OSR","II",7,2016,0,0
"OSR","II",7,2017,0,0
"OSR","II",7,2018,0,0
"OSR","II",7,2019,0,0
"OSR","II",7,2020,3,0
"OSR","II",7,2021,0,0
"OSR","III",1,2006,31,0
"OSR","III",1,2007,0,0
"OSR","III",1,2008,0,0
"OSR","III",1,2009,0,0
"OSR","III",1,2010,2,6
"OSR","III",1,2011,8,2
"OSR","III",1,2012,0,0
"OSR","III",1,2013,6,1
"OSR","III",1,2014,0,0
"OSR","III",1,2015,0,0
"OSR","III",1,2016,0,0
"OSR","III",1,2017,0,0
"OSR","III",1,2018,0,0
"OSR","III",1,2019,0,0
"OSR","III",1,2020,0,0
"OSR","III",1,2021,0,0
"OSR","III",2,2006,0,0
"OSR","III",2,2007,0,0
"OSR","III",2,2008,0,0
"OSR","III",2,2009,0,0
"OSR","III",2,2010,5,7
"OSR","III",2,2011,32,5
"OSR","III",2,2012,6,6
"OSR","III",2,2013,46,0
"OSR","III",2,2014,0,0
"OSR","III",2,2015,1,0
"OSR","III",2,2016,0,0
"OSR","III",2,2017,0,0
"OSR","III",2,2018,0,0
"OSR","III",2,2019,0,0
"OSR","III",2,2020,4,1
"OSR","III",2,2021,1,0
"OSR","III",3,2006,15,1
"OSR","III",3,2007,2,2
"OSR","III",3,2008,1,2
"OSR","III",3,2009,23,16
"OSR","III",3,2010,56,22
"OSR","III",3,2011,15,6
"OSR","III",3,2012,31,22
"OSR","III",3,2013,58,0
"OSR","III",3,2014,0,0
"OSR","III",3,2015,12,0
"OSR","III",3,2016,0,0
"OSR","III",3,2017,0,0
"OSR","III",3,2018,0,0
"OSR","III",3,2019,0,0
"OSR","III",3,2020,0,0
"OSR","III",3,2021,0,0
"OSR","III",4,2006,17,0
"OSR","III",4,2007,1,0
"OSR","III",4,2008,0,0
"OSR","III",4,2009,0,0
"OSR","III",4,2010,13,22
"OSR","III",4,2011,19,6
"OSR","III",4,2012,12,1
"OSR","III",4,2013,20,0
"OSR","III",4,2014,0,0
"OSR","III",4,2015,12,0
"OSR","III",4,2016,0,0
"OSR","III",4,2017,0,0
"OSR","III",4,2018,0,0
"OSR","III",4,2019,3,0
"OSR","III",4,2020,0,0
"OSR","III",4,2021,0,0
"OSR","III",5,2006,6,0
"OSR","III",5,2007,2,2
"OSR","III",5,2008,6,6
"OSR","III",5,2009,8,4
"OSR","III",5,2010,25,3
"OSR","III",5,2011,72,46
"OSR","III",5,2012,3,0
"OSR","III",5,2013,26,0
"OSR","III",5,2014,0,0
"OSR","III",5,2015,2,0
"OSR","III",5,2016,0,0
"OSR","III",5,2017,0,0
"OSR","III",5,2018,0,0
"OSR","III",5,2019,0,0
"OSR","III",5,2020,2,1
"OSR","III",5,2021,7,0
"OSR","III",6,2006,2,0
"OSR","III",6,2007,3,0
"OSR","III",6,2008,0,0
"OSR","III",6,2009,0,0
"OSR","III",6,2010,7,6
"OSR","III",6,2011,28,32
"OSR","III",6,2012,6,1
"OSR","III",6,2013,9,0
"OSR","III",6,2014,0,0
"OSR","III",6,2015,0,0
"OSR","III",6,2016,0,0
"OSR","III",6,2017,0,0
"OSR","III",6,2018,0,0
"OSR","III",6,2019,0,1
"OSR","III",6,2020,8,1
"OSR","III",6,2021,8,1
"OSR","III",7,2006,NA,0
"OSR","III",7,2007,0,0
"OSR","III",7,2008,0,0
"OSR","III",7,2009,0,0
"OSR","III",7,2010,4,1
"OSR","III",7,2011,8,5
"OSR","III",7,2012,0,0
"OSR","III",7,2013,1,0
"OSR","III",7,2014,0,0
"OSR","III",7,2015,0,0
"OSR","III",7,2016,0,0
"OSR","III",7,2017,0,0
"OSR","III",7,2018,0,0
"OSR","III",7,2019,0,0
"OSR","III",7,2020,0,0
"OSR","III",7,2021,0,0
"OSR","III",8,2006,NA,0
"OSR","III",8,2007,2,0
"OSR","III",8,2008,0,0
"OSR","III",8,2009,0,0
"OSR","III",8,2010,0,0
"OSR","III",8,2011,1,1
"OSR","III",8,2012,3,0
"OSR","III",8,2013,4,0
"OSR","III",8,2014,0,0
"OSR","III",8,2015,1,0
"OSR","III",8,2016,0,0
"OSR","III",8,2017,0,0
"OSR","III",8,2018,0,0
"OSR","III",8,2019,0,0
"OSR","III",8,2020,5,5
"OSR","III",8,2021,3,0
"OSR","IV",1,2006,20,1
"OSR","IV",1,2007,14,0
"OSR","IV",1,2008,1,0
"OSR","IV",1,2009,7,5
"OSR","IV",1,2010,56,22
"OSR","IV",1,2011,39,0
"OSR","IV",1,2012,15,4
"OSR","IV",1,2013,12,0
"OSR","IV",1,2014,0,0
"OSR","IV",1,2015,10,0
"OSR","IV",1,2016,0,0
"OSR","IV",1,2017,1,0
"OSR","IV",1,2018,0,0
"OSR","IV",1,2019,2,0
"OSR","IV",1,2020,34,3
"OSR","IV",1,2021,2,0
"OSR","IV",2,2006,16,0
"OSR","IV",2,2007,6,1
"OSR","IV",2,2008,1,0
"OSR","IV",2,2009,3,2
"OSR","IV",2,2010,19,10
"OSR","IV",2,2011,94,33
"OSR","IV",2,2012,8,0
"OSR","IV",2,2013,5,0
"OSR","IV",2,2014,0,0
"OSR","IV",2,2015,0,0
"OSR","IV",2,2016,0,0
"OSR","IV",2,2017,0,0
"OSR","IV",2,2018,0,0
"OSR","IV",2,2019,2,1
"OSR","IV",2,2020,23,4
"OSR","IV",2,2021,0,0
"OSR","IV",3,2006,10,0
"OSR","IV",3,2007,9,0
"OSR","IV",3,2008,0,0
"OSR","IV",3,2009,0,0
"OSR","IV",3,2010,3,1
"OSR","IV",3,2011,17,11
"OSR","IV",3,2012,3,0
"OSR","IV",3,2013,3,0
"OSR","IV",3,2014,0,0
"OSR","IV",3,2015,3,0
"OSR","IV",3,2016,0,0
"OSR","IV",3,2017,0,0
"OSR","IV",3,2018,0,0
"OSR","IV",3,2019,2,3
"OSR","IV",3,2020,160,9
"OSR","IV",3,2021,2,2
"OSR","IV",4,2006,4,4
"OSR","IV",4,2007,1,0
"OSR","IV",4,2008,0,0
"OSR","IV",4,2009,0,0
"OSR","IV",4,2010,14,10
"OSR","IV",4,2011,17,0
"OSR","IV",4,2012,0,0
"OSR","IV",4,2013,0,0
"OSR","IV",4,2014,0,0
"OSR","IV",4,2015,2,0
"OSR","IV",4,2016,0,0
"OSR","IV",4,2017,0,0
"OSR","IV",4,2018,0,0
"OSR","IV",4,2019,0,0
"OSR","IV",4,2020,1,0
"OSR","IV",4,2021,0,0
"OSR","IV",5,2006,NA,1
"OSR","IV",5,2007,7,0
"OSR","IV",5,2008,0,0
"OSR","IV",5,2009,0,0
"OSR","IV",5,2010,1,13
"OSR","IV",5,2011,28,11
"OSR","IV",5,2012,12,2
"OSR","IV",5,2013,26,0
"OSR","IV",5,2014,0,1
"OSR","IV",5,2015,7,0
"OSR","IV",5,2016,0,0
"OSR","IV",5,2017,0,0
"OSR","IV",5,2018,0,0
"OSR","IV",5,2019,0,0
"OSR","IV",5,2020,2,0
"OSR","IV",5,2021,3,0
"OSR","IV",6,2006,NA,0
"OSR","IV",6,2007,0,0
"OSR","IV",6,2008,0,0
"OSR","IV",6,2009,0,0
"OSR","IV",6,2010,0,0
"OSR","IV",6,2011,0,1
"OSR","IV",6,2012,0,0
"OSR","IV",6,2013,0,0
"OSR","IV",6,2014,0,0
"OSR","IV",6,2015,0,0
"OSR","IV",6,2016,0,0
"OSR","IV",6,2017,0,0
"OSR","IV",6,2018,0,0
"OSR","IV",6,2019,0,0
"OSR","IV",6,2020,0,0
"OSR","IV",6,2021,0,0
"OSR","IV",7,2006,NA,0
"OSR","IV",7,2007,0,0
"OSR","IV",7,2008,0,0
"OSR","IV",7,2009,0,0
"OSR","IV",7,2010,0,0
"OSR","IV",7,2011,0,1
"OSR","IV",7,2012,0,0
"OSR","IV",7,2013,3,0
"OSR","IV",7,2014,0,0
"OSR","IV",7,2015,0,0
"OSR","IV",7,2016,0,0
"OSR","IV",7,2017,0,0
"OSR","IV",7,2018,0,0
"OSR","IV",7,2019,0,0
"OSR","IV",7,2020,0,0
"OSR","IV",7,2021,0,0
"S22","I",1,2006,2,0
"S22","I",1,2007,1,0
"S22","I",1,2008,1,1
"S22","I",1,2009,11,4
"S22","I",1,2010,23,7
"S22","I",1,2011,0,5
"S22","I",1,2012,16,0
"S22","I",1,2013,30,0
"S22","I",1,2014,0,0
"S22","I",1,2015,0,0
"S22","I",1,2016,0,0
"S22","I",1,2017,1,0
"S22","I",1,2018,0,0
"S22","I",1,2019,2,2
"S22","I",1,2020,106,27
"S22","I",1,2021,6,0
"S22","I",2,2006,0,0
"S22","I",2,2007,0,0
"S22","I",2,2008,0,0
"S22","I",2,2009,0,1
"S22","I",2,2010,0,1
"S22","I",2,2011,0,0
"S22","I",2,2012,4,0
"S22","I",2,2013,0,0
"S22","I",2,2014,0,0
"S22","I",2,2015,4,1
"S22","I",2,2016,1,0
"S22","I",2,2017,0,0
"S22","I",2,2018,0,0
"S22","I",2,2019,10,4
"S22","I",2,2020,171,25
"S22","I",2,2021,6,0
"S22","I",3,2006,9,0
"S22","I",3,2007,0,0
"S22","I",3,2008,4,1
"S22","I",3,2009,4,1
"S22","I",3,2010,6,1
"S22","I",3,2011,5,0
"S22","I",3,2012,1,2
"S22","I",3,2013,37,1
"S22","I",3,2014,0,0
"S22","I",3,2015,0,0
"S22","I",3,2016,0,0
"S22","I",3,2017,0,0
"S22","I",3,2018,0,0
"S22","I",3,2019,0,0
"S22","I",3,2020,10,7
"S22","I",3,2021,1,0
"S22","I",4,2006,3,0
"S22","I",4,2007,0,0
"S22","I",4,2008,2,1
"S22","I",4,2009,6,1
"S22","I",4,2010,18,1
"S22","I",4,2011,0,1
"S22","I",4,2012,25,0
"S22","I",4,2013,13,0
"S22","I",4,2014,0,0
"S22","I",4,2015,1,0
"S22","I",4,2016,1,1
"S22","I",4,2017,2,0
"S22","I",4,2018,1,0
"S22","I",4,2019,0,0
"S22","I",4,2020,16,0
"S22","I",4,2021,0,0
"S22","I",5,2006,5,2
"S22","I",5,2007,9,0
"S22","I",5,2008,5,0
"S22","I",5,2009,6,0
"S22","I",5,2010,5,1
"S22","I",5,2011,1,1
"S22","I",5,2012,2,0
"S22","I",5,2013,5,0
"S22","I",5,2014,0,0
"S22","I",5,2015,2,0
"S22","I",5,2016,0,0
"S22","I",5,2017,0,0
"S22","I",5,2018,0,0
"S22","I",5,2019,33,16
"S22","I",5,2020,147,18
"S22","I",5,2021,0,0
"S22","I",6,2006,1,0
"S22","I",6,2007,0,0
"S22","I",6,2008,1,1
"S22","I",6,2009,2,1
"S22","I",6,2010,15,6
"S22","I",6,2011,1,1
"S22","I",6,2012,3,0
"S22","I",6,2013,8,0
"S22","I",6,2014,0,0
"S22","I",6,2015,1,0
"S22","I",6,2016,0,0
"S22","I",6,2017,0,0
"S22","I",6,2018,0,0
"S22","I",6,2019,20,11
"S22","I",6,2020,186,17
"S22","I",6,2021,8,0
"S22","I",7,2006,NA,2
"S22","I",7,2007,1,0
"S22","I",7,2008,4,1
"S22","I",7,2009,2,0
"S22","I",7,2010,0,3
"S22","I",7,2011,0,0
"S22","I",7,2012,5,0
"S22","I",7,2013,9,0
"S22","I",7,2014,0,0
"S22","I",7,2015,4,0
"S22","I",7,2016,0,0
"S22","I",7,2017,0,0
"S22","I",7,2018,0,0
"S22","I",7,2019,0,0
"S22","I",7,2020,9,0
"S22","I",7,2021,0,0
"S22","I",8,2006,NA,2
"S22","I",8,2007,2,0
"S22","I",8,2008,2,0
"S22","I",8,2009,1,0
"S22","I",8,2010,3,2
"S22","I",8,2011,0,0
"S22","I",8,2012,12,0
"S22","I",8,2013,5,0
"S22","I",8,2014,0,0
"S22","I",8,2015,3,0
"S22","I",8,2016,0,1
"S22","I",8,2017,7,5
"S22","I",8,2018,0,0
"S22","I",8,2019,9,5
"S22","I",8,2020,123,35
"S22","I",8,2021,22,0
"S22","II",1,2006,0,0
"S22","II",1,2007,0,0
"S22","II",1,2008,0,0
"S22","II",1,2009,0,0
"S22","II",1,2010,1,0
"S22","II",1,2011,0,0
"S22","II",1,2012,10,0
"S22","II",1,2013,4,0
"S22","II",1,2014,0,0
"S22","II",1,2015,4,2
"S22","II",1,2016,0,0
"S22","II",1,2017,1,0
"S22","II",1,2018,0,0
"S22","II",1,2019,4,2
"S22","II",1,2020,30,18
"S22","II",1,2021,5,0
"S22","II",2,2006,NA,1
"S22","II",2,2007,0,0
"S22","II",2,2008,2,0
"S22","II",2,2009,2,0
"S22","II",2,2010,1,0
"S22","II",2,2011,0,1
"S22","II",2,2012,0,0
"S22","II",2,2013,5,0
"S22","II",2,2014,0,0
"S22","II",2,2015,1,0
"S22","II",2,2016,0,0
"S22","II",2,2017,0,0
"S22","II",2,2018,0,0
"S22","II",2,2019,0,0
"S22","II",2,2020,7,5
"S22","II",2,2021,52,0
"S22","II",3,2006,3,0
"S22","II",3,2007,0,0
"S22","II",3,2008,2,0
"S22","II",3,2009,0,0
"S22","II",3,2010,0,0
"S22","II",3,2011,1,0
"S22","II",3,2012,9,0
"S22","II",3,2013,6,0
"S22","II",3,2014,0,0
"S22","II",3,2015,0,0
"S22","II",3,2016,0,2
"S22","II",3,2017,0,0
"S22","II",3,2018,0,0
"S22","II",3,2019,1,0
"S22","II",3,2020,0,0
"S22","II",3,2021,0,0
"S22","II",4,2006,0,0
"S22","II",4,2007,0,0
"S22","II",4,2008,0,0
"S22","II",4,2009,0,0
"S22","II",4,2010,13,3
"S22","II",4,2011,9,0
"S22","II",4,2012,7,0
"S22","II",4,2013,0,0
"S22","II",4,2014,0,0
"S22","II",4,2015,1,0
"S22","II",4,2016,0,0
"S22","II",4,2017,0,0
"S22","II",4,2018,0,0
